code,descriptive statistics,counterfactual analysis,anchor,LIME,waterfall,bee swarm,text slides,box plots,histograms,distribution of features,participant_id
personification,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
metaphorization,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
associations,1,0,0,0,0,0,0,0,0,0,MK_SSH_05
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
negative reception,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
positive reception,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
aesthetics,0,0,0,0,1,0,0,0,0,0,MK_SSH_05
aesthetics > font size,0,0,0,0,0,2,0,0,0,1,MK_SSH_05
aesthetics > layout,0,0,1,0,0,0,0,0,0,0,MK_SSH_05
aesthetics > colour scheme,0,0,1,0,0,1,0,0,0,2,MK_SSH_05
affects,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > nervousness,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > interest,0,0,0,0,0,0,1,0,0,0,MK_SSH_05
affects > reluctance,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
affects > surprise,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides > anchor,0,0,0,2,0,2,0,0,0,2,MK_SSH_05
slides > lime,0,0,2,0,0,3,0,0,1,1,MK_SSH_05
slides > waterfall,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides > bee swarm,0,0,2,3,0,0,0,0,1,3,MK_SSH_05
slides > text slides,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
slides > box plots,0,0,0,0,0,0,0,0,3,0,MK_SSH_05
slides > histograms,0,0,0,1,0,1,0,3,0,0,MK_SSH_05
slides > distribution of features,0,0,2,1,0,3,0,0,0,0,MK_SSH_05
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
knowledge and experience > knowledge and experience in fungi,0,0,0,1,0,1,0,0,1,0,MK_SSH_05
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
recommendations,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
recommendations > change of visualisation scheme,0,1,1,0,0,0,1,1,0,1,MK_SSH_05
recommendations > supplementary materials,0,0,0,1,0,0,0,1,1,0,MK_SSH_05
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria > credibility,0,0,0,0,0,0,1,0,0,0,MK_SSH_05
evaluation criteria > efficiency,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria > precision,0,0,0,0,1,0,1,0,0,0,MK_SSH_05
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria > appropriateness,0,0,2,2,0,2,0,0,0,1,MK_SSH_05
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria > comprehensibility,0,0,2,2,1,3,0,0,1,4,MK_SSH_05
evaluation criteria > unreadability,0,0,0,0,0,0,0,1,1,0,MK_SSH_05
evaluation criteria > importance,1,0,0,0,1,0,0,0,0,0,MK_SSH_05
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
evaluation criteria > uselessness,0,1,0,0,0,0,1,1,0,0,MK_SSH_05
data and features,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
data and features > feature significance,0,0,2,4,1,4,0,0,1,2,MK_SSH_05
data and features > lack of appropriate data,0,0,1,2,0,2,0,0,1,1,MK_SSH_05
data and features > understanding of annotations,0,0,1,1,2,2,0,1,2,2,MK_SSH_05
data and features > understanding of data gaps,1,0,0,0,0,0,0,0,0,0,MK_SSH_05
data and features > legend,0,0,0,0,1,0,0,1,1,0,MK_SSH_05
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,MK_SSH_05
expectations,0,0,0,0,1,0,0,0,0,1,MK_IT_06
trust,0,2,0,0,1,1,2,0,0,1,MK_IT_06
barriers,0,0,0,0,0,0,0,0,0,0,MK_IT_06
barriers > concerns,0,0,0,0,0,0,0,0,0,0,MK_IT_06
methods of analysis,0,0,0,1,1,0,0,0,0,1,MK_IT_06
methods of analysis > example analysis,0,0,1,1,0,0,0,0,0,0,MK_IT_06
methods of analysis > difficulties,0,0,1,0,0,0,0,1,0,1,MK_IT_06
methods of analysis > discrepancies,0,0,0,0,0,0,0,1,2,0,MK_IT_06
methods of analysis > thoroughness,0,0,0,1,0,0,0,0,0,0,MK_IT_06
methods of analysis > reflection time,1,0,0,0,0,0,0,0,0,0,MK_IT_06
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,MK_IT_06
personification,0,1,0,0,0,0,0,0,0,0,MK_IT_06
metaphorization,0,0,0,0,0,0,0,0,0,0,MK_IT_06
associations,0,0,0,0,0,1,0,0,0,0,MK_IT_06
associations > image of a toadstool,0,0,0,1,0,0,0,0,0,0,MK_IT_06
negative reception,0,0,0,0,0,0,0,0,0,0,MK_IT_06
positive reception,0,0,0,0,0,0,0,0,0,0,MK_IT_06
aesthetics,0,0,0,0,0,0,0,0,0,0,MK_IT_06
aesthetics > font size,0,0,0,0,0,0,0,0,0,1,MK_IT_06
aesthetics > layout,0,0,1,0,0,0,0,0,0,0,MK_IT_06
aesthetics > colour scheme,0,0,0,0,1,1,0,0,0,2,MK_IT_06
affects,0,0,0,0,0,0,0,0,0,0,MK_IT_06
affects > nervousness,0,0,0,0,0,0,0,0,0,0,MK_IT_06
affects > interest,0,0,0,1,0,0,0,0,0,1,MK_IT_06
affects > reluctance,0,0,0,0,0,0,0,0,0,0,MK_IT_06
affects > overwhelming,0,0,0,0,1,0,0,0,0,1,MK_IT_06
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,MK_IT_06
affects > overwhelming > confusion,1,0,1,0,0,0,0,0,0,0,MK_IT_06
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MK_IT_06
affects > surprise,0,0,0,0,0,0,0,0,0,1,MK_IT_06
slides,0,0,0,0,0,0,0,0,0,0,MK_IT_06
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MK_IT_06
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,MK_IT_06
slides > anchor,0,0,0,1,0,0,0,0,0,1,MK_IT_06
slides > lime,0,0,1,0,0,0,0,0,0,1,MK_IT_06
slides > waterfall,0,0,0,0,0,0,0,0,0,1,MK_IT_06
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,MK_IT_06
slides > text slides,0,0,0,0,0,0,0,0,0,0,MK_IT_06
slides > box plots,0,0,0,0,0,0,0,0,1,0,MK_IT_06
slides > histograms,0,0,0,0,0,0,0,1,0,0,MK_IT_06
slides > distribution of features,0,0,1,1,1,0,0,0,0,0,MK_IT_06
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MK_IT_06
knowledge and experience > knowledge and experience in fungi,0,1,0,0,0,0,0,0,0,0,MK_IT_06
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,1,0,0,0,0,0,0,MK_IT_06
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,2,1,0,MK_IT_06
knowledge and experience > knowledge and experience in analysing human behaviour,0,1,0,0,0,1,0,0,0,0,MK_IT_06
recommendations,0,0,0,0,0,0,0,0,0,0,MK_IT_06
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,MK_IT_06
recommendations > supplementary materials,0,0,0,0,0,0,0,1,1,0,MK_IT_06
recommendations > graphics,0,0,0,0,0,0,0,0,0,1,MK_IT_06
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MK_IT_06
evaluation criteria > credibility,0,0,1,0,0,0,0,0,0,0,MK_IT_06
evaluation criteria > efficiency,0,0,0,0,0,0,0,0,0,0,MK_IT_06
evaluation criteria > precision,0,0,0,0,0,0,0,1,0,1,MK_IT_06
evaluation criteria > similarity,0,0,0,1,0,0,0,0,0,1,MK_IT_06
evaluation criteria > appropriateness,0,0,2,2,0,0,1,0,0,0,MK_IT_06
evaluation criteria > representativeness,0,0,0,1,0,0,0,0,0,0,MK_IT_06
evaluation criteria > comprehensibility,1,0,3,1,2,0,0,1,1,2,MK_IT_06
evaluation criteria > unreadability,1,0,2,0,1,0,0,1,1,1,MK_IT_06
evaluation criteria > importance,0,0,0,0,1,1,1,0,0,1,MK_IT_06
evaluation criteria > accuracy,0,1,0,0,2,1,0,0,0,1,MK_IT_06
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,MK_IT_06
data and features,0,0,0,0,0,0,0,0,0,0,MK_IT_06
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MK_IT_06
data and features > feature significance,0,1,2,3,3,0,0,1,1,3,MK_IT_06
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,MK_IT_06
data and features > understanding of annotations,0,1,0,3,0,0,0,2,2,1,MK_IT_06
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,0,MK_IT_06
data and features > legend,0,0,0,0,0,1,0,0,0,0,MK_IT_06
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,MK_IT_06
expectations,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
trust,0,0,0,2,0,1,0,0,0,0,MK_SSH_07
barriers,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
barriers > concerns,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
methods of analysis,0,1,0,2,1,3,0,0,0,0,MK_SSH_07
methods of analysis > example analysis,0,1,0,5,3,4,0,0,0,0,MK_SSH_07
methods of analysis > difficulties,1,0,0,0,0,1,0,0,0,0,MK_SSH_07
methods of analysis > discrepancies,0,0,1,1,0,0,0,0,0,0,MK_SSH_07
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
personification,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
metaphorization,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
associations,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
associations > image of a toadstool,0,0,0,0,0,1,0,0,0,0,MK_SSH_07
negative reception,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
positive reception,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
aesthetics,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
aesthetics > layout,0,1,0,0,0,0,0,1,0,0,MK_SSH_07
aesthetics > colour scheme,0,0,1,1,1,0,0,0,0,2,MK_SSH_07
affects,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > nervousness,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > interest,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > reluctance,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > overwhelming,0,0,0,0,0,0,1,0,0,0,MK_SSH_07
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
affects > surprise,0,0,0,0,0,0,1,0,0,0,MK_SSH_07
slides,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
slides > counterfactual analysis,0,0,0,1,1,1,0,0,0,0,MK_SSH_07
slides > anchor,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
slides > lime,0,1,0,0,3,2,0,0,0,0,MK_SSH_07
slides > waterfall,0,1,0,3,0,2,0,0,0,1,MK_SSH_07
slides > bee swarm,0,1,0,2,2,0,0,0,0,0,MK_SSH_07
slides > text slides,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
slides > box plots,0,0,0,0,0,0,0,0,1,0,MK_SSH_07
slides > histograms,0,0,0,0,0,0,0,1,0,0,MK_SSH_07
slides > distribution of features,0,0,0,0,1,0,0,0,0,0,MK_SSH_07
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
knowledge and experience > knowledge and experience in fungi,0,1,0,1,0,0,1,0,0,0,MK_SSH_07
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,1,1,0,0,0,1,MK_SSH_07
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,1,0,0,1,2,0,0,0,MK_SSH_07
recommendations,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,1,0,0,MK_SSH_07
recommendations > supplementary materials,0,2,0,2,0,0,0,1,1,0,MK_SSH_07
recommendations > graphics,0,0,0,0,0,0,0,0,0,1,MK_SSH_07
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > efficiency,0,0,3,0,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > precision,1,0,0,1,0,1,0,1,1,0,MK_SSH_07
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > appropriateness,0,1,1,2,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > comprehensibility,2,0,1,2,1,1,1,1,1,1,MK_SSH_07
evaluation criteria > unreadability,1,0,0,1,1,0,0,1,1,0,MK_SSH_07
evaluation criteria > importance,0,0,0,2,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > accuracy,0,1,1,1,0,0,0,0,0,0,MK_SSH_07
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
data and features,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
data and features > feature significance,0,1,2,4,2,2,0,0,0,2,MK_SSH_07
data and features > lack of appropriate data,0,0,0,2,0,1,0,0,0,0,MK_SSH_07
data and features > understanding of annotations,2,3,1,0,0,0,0,1,1,1,MK_SSH_07
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
data and features > legend,0,0,0,0,0,0,0,0,0,0,MK_SSH_07
data and features > coordinate axes,0,0,0,0,0,0,0,1,0,0,MK_SSH_07
expectations,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
trust,0,0,1,0,0,0,0,0,0,0,MW_SSH_01
barriers,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
barriers > concerns,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
methods of analysis,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
methods of analysis > example analysis,0,0,0,0,0,1,0,0,0,0,MW_SSH_01
methods of analysis > difficulties,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
methods of analysis > discrepancies,0,0,0,0,0,1,0,0,0,0,MW_SSH_01
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
personification,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
metaphorization,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
associations,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
negative reception,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
positive reception,1,0,1,0,0,0,0,0,0,0,MW_SSH_01
aesthetics,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
aesthetics > layout,0,0,0,0,0,1,0,0,0,0,MW_SSH_01
aesthetics > colour scheme,0,0,0,0,0,0,0,0,1,0,MW_SSH_01
affects,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > nervousness,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > interest,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > reluctance,0,0,0,0,0,0,0,1,1,0,MW_SSH_01
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
affects > surprise,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > anchor,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > lime,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > waterfall,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > text slides,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
slides > box plots,0,0,0,0,0,0,0,0,2,0,MW_SSH_01
slides > histograms,0,0,0,0,0,0,0,2,0,0,MW_SSH_01
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
knowledge and experience > knowledge and experience in fungi,0,0,1,0,0,0,0,0,0,0,MW_SSH_01
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,1,0,0,0,0,0,0,0,MW_SSH_01
recommendations,0,0,0,0,0,0,0,0,1,0,MW_SSH_01
recommendations > change of visualisation scheme,1,0,0,0,0,0,0,0,0,0,MW_SSH_01
recommendations > supplementary materials,0,0,1,0,0,1,0,0,0,0,MW_SSH_01
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > credibility,0,0,1,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > efficiency,0,0,1,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > appropriateness,0,0,0,0,0,1,0,1,1,0,MW_SSH_01
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > comprehensibility,2,0,1,0,0,2,0,2,1,0,MW_SSH_01
evaluation criteria > unreadability,0,0,0,0,0,0,0,3,2,0,MW_SSH_01
evaluation criteria > importance,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
evaluation criteria > uselessness,0,0,0,0,0,0,0,3,1,0,MW_SSH_01
data and features,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
data and features > feature significance,1,0,1,0,0,1,0,1,1,0,MW_SSH_01
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
data and features > understanding of annotations,1,0,0,0,0,1,0,1,1,0,MW_SSH_01
data and features > understanding of data gaps,0,0,0,0,0,1,0,0,0,0,MW_SSH_01
data and features > legend,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,MW_SSH_01
expectations,0,0,0,0,0,0,0,0,0,0,MW_IT_02
trust,0,0,1,0,0,0,0,0,0,0,MW_IT_02
barriers,0,0,0,0,0,0,0,0,0,0,MW_IT_02
barriers > concerns,0,0,0,0,0,0,0,0,0,0,MW_IT_02
methods of analysis,0,0,1,0,0,0,0,1,1,0,MW_IT_02
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,MW_IT_02
methods of analysis > difficulties,1,0,0,0,1,0,0,2,1,0,MW_IT_02
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,MW_IT_02
methods of analysis > thoroughness,0,0,0,1,1,0,0,0,0,0,MW_IT_02
methods of analysis > reflection time,0,0,0,0,1,0,0,1,1,0,MW_IT_02
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,MW_IT_02
personification,0,0,1,0,0,0,0,0,0,0,MW_IT_02
metaphorization,0,0,0,0,0,0,0,0,0,0,MW_IT_02
associations,0,0,0,0,1,0,0,0,0,0,MW_IT_02
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,MW_IT_02
negative reception,1,0,0,0,0,0,0,1,0,0,MW_IT_02
positive reception,0,0,0,0,0,0,0,0,0,0,MW_IT_02
aesthetics,1,0,0,0,0,0,0,0,0,0,MW_IT_02
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,MW_IT_02
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,MW_IT_02
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > nervousness,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > interest,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > reluctance,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > overwhelming > confusion,0,0,0,0,0,0,0,1,0,0,MW_IT_02
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MW_IT_02
affects > surprise,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > anchor,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > lime,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > waterfall,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > text slides,0,0,0,0,0,0,0,0,0,0,MW_IT_02
slides > box plots,0,0,0,0,0,0,0,0,1,0,MW_IT_02
slides > histograms,0,0,0,0,0,0,0,1,0,0,MW_IT_02
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,MW_IT_02
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MW_IT_02
knowledge and experience > knowledge and experience in fungi,0,0,0,1,1,0,0,0,0,0,MW_IT_02
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,MW_IT_02
knowledge and experience > knowledge and experience in visualizations and analysis,1,0,0,0,1,0,1,1,0,0,MW_IT_02
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,1,0,0,1,0,0,0,MW_IT_02
recommendations,1,0,0,0,0,0,0,0,0,0,MW_IT_02
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,MW_IT_02
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,MW_IT_02
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria > credibility,0,0,1,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria > efficiency,0,0,3,2,1,0,0,0,0,0,MW_IT_02
evaluation criteria > precision,0,0,0,0,0,0,0,1,0,0,MW_IT_02
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria > appropriateness,0,0,1,2,0,0,0,0,0,0,MW_IT_02
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria > comprehensibility,1,0,1,1,2,0,0,1,0,0,MW_IT_02
evaluation criteria > unreadability,1,0,0,0,1,0,0,2,1,0,MW_IT_02
evaluation criteria > importance,0,0,0,0,0,0,0,0,0,0,MW_IT_02
evaluation criteria > accuracy,0,0,0,1,0,0,0,0,0,0,MW_IT_02
evaluation criteria > uselessness,0,0,0,0,0,0,1,0,0,0,MW_IT_02
data and features,0,0,0,0,0,0,0,0,0,0,MW_IT_02
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MW_IT_02
data and features > feature significance,0,0,3,1,0,0,0,0,0,0,MW_IT_02
data and features > lack of appropriate data,1,0,0,0,0,0,0,1,1,0,MW_IT_02
data and features > understanding of annotations,1,0,0,3,1,0,0,1,1,0,MW_IT_02
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,0,MW_IT_02
data and features > legend,0,0,0,0,1,0,0,0,0,0,MW_IT_02
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,MW_IT_02
expectations,1,0,0,0,0,0,0,0,0,0,MW_SSH_03
trust,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
barriers,1,0,0,0,0,0,0,0,0,0,MW_SSH_03
barriers > concerns,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis > difficulties,1,0,0,0,1,0,0,0,0,0,MW_SSH_03
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
personification,0,1,0,0,0,0,0,0,0,0,MW_SSH_03
metaphorization,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
associations,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
negative reception,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
positive reception,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
aesthetics,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,MW_SSH_03
